21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec
42.35,93.93,112.43,180.98,186.27,146.92,232.74,254.97,213.56,202,157.33,127.12
42.35,42.35,42.35,42.35,42.35,65.34,75.4,59.47,42.35,48.68,61.49,82.24
236.56,169.29,116.1,42.35,42.35,65.48,101.25,127.26,151.18,145.46,153.8,86.31
42.35,42.35,42.35,42.35,42.35,42.35,42.35,45.38,46.49,49.65,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
153.74,70.34,42.35,42.35,42.35,42.35,42.35,42.35,53.44,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,60.86,48.17,74.48,42.35,42.35,42.35
214.17,174.59,206.6,152.9,143.18,136.23,145.79,178.77,196.09,247.03,247.82,146.89
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
63.94,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
60.81,42.35,42.35,42.35,42.35,49.88,69.2,75.77,53.5,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,49.6,49.85,59.69,80.92,61.49,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
133.28,146.27,175.63,192.66,153.88,162.46,236.56,218.22,218.68,198.44,188.14,149.96
42.35,42.35,42.35,42.35,84.5,105.29,125.64,148.32,159.57,148.3,130.62,68.74
42.35,42.35,42.35,80.44,111.61,167.52,203.35,215.51,205.74,155.63,176.76,229.16
44.18,42.35,70.19,127.9,114.52,114.38,126.94,138.64,176.43,200.4,127.82,112.99
42.35,42.35,42.35,42.35,42.35,48.23,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,55.64
94.71,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
142.22,42.35,104.7,53.39,42.35,42.35,70.95,88.74,87.55,89.84,46.73,42.35
81.32,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,49.06
42.35,42.35,42.35,42.35,42.35,49.14,42.35,42.35,42.35,42.35,42.35,42.35
233.8,126.09,42.35,42.35,42.35,42.35,42.35,45.38,42.35,42.35,56.04,85.93
86.56,65.85,42.35,72.64,108.79,87.97,98.49,109.4,115.15,128.49,86.82,121.24
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
199.45,170.8,143.23,135.86,149.69,106.95,132.3,175.07,152.04,119.71,126.25,162.78
42.35,42.35,42.35,42.35,42.35,42.35,74.96,88.07,71.91,76.43,51.14,61.66
42.35,42.35,42.35,42.35,42.35,42.35,68.85,66.21,42.35,42.35,42.35,42.35
253.18,43.96,42.35,42.35,42.35,42.35,49.56,45.72,42.35,42.35,42.35,42.35
53.12,42.35,42.35,42.35,42.35,45.82,70.46,74.75,42.35,43.78,48.85,42.35
47.74,62.94,42.35,42.35,74.71,105.37,119.11,136.19,164.01,145.02,94.3,42.35
42.35,71.15,88.74,97.43,70.38,65.08,101.12,99.67,109.66,46.61,42.35,42.35
128.57,42.35,42.35,42.35,42.35,42.35,42.35,42.35,47.08,50.42,42.35,46.72
52.71,42.35,42.35,42.35,42.35,50.31,70.74,119.19,144.18,107.33,131.27,59.07
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,49.34,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,44.82,73.35,90.3,98.85,138.87,131.96
42.35,42.35,42.35,42.35,42.35,42.35,69.94,76.84,77.01,42.35,42.35,42.35
94.98,72.63,86.76,86.52,42.35,75.82,77.8,88.74,122.11,126.83,168.06,163.06
213.23,86.72,148.5,164.12,196.84,154.51,112.56,118.16,141.86,134.79,117.98,170.97
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,48.68,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,54.58,85.05,102.68
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,70.19,42.35,42.35,64.19,67.43,42.35,42.35,63.26,42.35,42.35
42.35,130.45,185.99,135.86,135.98,160.37,211.08,225.37,210.15,204.96,168.18,158.28
141.22,140.64,179.7,135.86,143.18,145.84,175.06,180.78,201.15,276.38,236.56,209.17
101.66,80.44,80.11,42.35,42.35,42.35,42.35,47.91,58.12,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,71.38,44.49,42.35,47.07,42.35,43.7,42.55
64.7,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,53.06,80.97,66.43,54.57,56.19,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,64.85,42.35,42.35,47.78,42.35,42.35,42.35
89.3,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
341.8,254.97,238.35,222.64,236.37,236.93,220.33,203.78,214.19,149.16,158,154.8
199.45,146.46,88,73.44,95.12,71.46,71.24,86.45,88.74,145.57,128.27,163.78
95.34,130.25,87.59,58,42.35,42.35,46.11,44.12,64.11,64.55,49.27,42.35
205.74,92.74,59.64,57.26,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.49,95.76,103.13,117.31,116.37,110.01,42.35
341.8,192.08,194.68,188.14,145.89,177.64,173.74,137.21,85.96,114.18,78.29,42.35
42.35,42.35,42.35,42.35,70.38,62.12,58.98,75.73,42.35,42.35,42.35,42.35
188.14,346.37,294.4,204.3,208.03,202.62,168.86,163.74,177.2,154.46,87.07,79.13
136.93,168.1,179.31,229.93,238.96,246.44,252.44,219.4,140.08,154.21,130.62,107.49
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
64.97,42.35,42.35,42.35,91.78,102.9,125.4,128.31,139.37,200.4,167.21,166.09
42.35,42.35,42.35,42.35,70.38,87.4,87.21,85.6,58.44,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.49,87.09,113.24,108.35,166.97,126.8,115.87
122.66,67.03,42.35,98.15,134.46,115.51,132.76,119.36,105.74,46.64,42.35,42.35
67.37,109.16,42.35,97.68,126.73,129.25,155.32,165.94,195.68,152.45,167.21,119.57
42.35,42.35,42.35,42.35,42.35,42.35,69.48,45.54,73.51,99.19,90.73,140.2
42.35,42.35,42.35,42.35,108.75,129.36,101.77,105.66,107.76,103.31,127.82,136.47
42.35,42.35,57.02,92.87,137.02,131.13,173.45,118.85,122.39,52.12,116.38,121.9
42.35,42.35,42.35,42.35,42.35,79.85,67.43,74.32,51.31,42.35,42.35,42.35
42.35,42.35,42.35,77.29,143.18,148.54,175.06,180.61,133.85,105.26,132.2,137.34
42.35,119.38,42.35,80.45,91.83,104.95,110.5,119.45,119.05,113.93,158.6,101.41
90.2,92.16,63.92,42.35,42.35,83.76,84.9,119.89,133.82,152.45,164.86,226.32
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.44,42.35
88.74,120.16,113.1,42.35,42.35,188.14,164.45,193.86,205.29,236.56,180.97,136.34
42.35,42.35,42.35,42.35,53.66,132.37,190.15,233.71,168.19,154.41,167.21,219.29
42.35,42.35,42.35,42.35,88.74,103.19,95.35,78.99,93.67,52.16,42.35,42.35
152.15,181.8,178.5,138.9,175.2,241.01,186.3,254.35,188.13,145.46,68.73,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
60.18,73.06,64.98,82.13,42.35,42.35,47.38,42.35,42.35,43.45,62.27,119.57
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,51.89,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,74.96,46.5,42.35,42.35,42.35,42.35
42.35,42.35,42.35,98.15,121.09,90.48,132.46,160.13,132.41,127.39,125.01,47.05
42.35,42.35,62.41,115.33,102.19,104.52,110.88,71.33,67.9,46.1,42.35,42.35
57.72,70.31,96.67,86.94,71.21,98.69,114.83,99.29,115.15,124.21,129.23,122.19
132.18,139.25,67.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
79.6,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.49,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,108,84.58,67.8,68.21,72.41,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,49.88,87.5,62.67,55.32,49.02,49.87,42.35
42.35,42.35,42.35,42.35,42.35,42.35,45.81,50.45,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.43,44.59,42.35,42.35,52.96,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,68.9,77.13,119.79
122.65,179.4,185.68,245.58,254.97,167.8,254.97,252.06,306.95,513.89,188.14,130.07
42.35,42.35,42.35,42.35,42.35,42.35,42.35,56.63,53.5,63.81,55.67,55.83
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.82,63.53,84.17,144.18,130.61,169.87,163.06
42.35,42.35,42.35,42.35,102.19,124.85,133,135.58,151.21,207.3,137.94,42.35
154.14,111.39,122.89,84.61,186.72,134.95,130.35,156.98,284.6,248.61,348.71,225.27
42.35,42.35,42.35,42.35,88.74,130.33,101.77,81.61,86.34,115.23,83.54,120.81
60.73,124.92,42.35,42.35,42.35,42.35,42.35,43.1,42.35,42.35,42.35,42.35
71.41,42.35,42.35,42.35,42.35,62.12,51.59,42.35,42.35,51.96,42.35,42.35
42.35,42.35,42.35,42.35,42.35,48.23,48.53,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,84.5,69.21,78.34,42.35,42.35,42.35,42.35,42.35
42.35,95.14,104.31,110.3,167.79,188.14,190.15,155.2,81.48,42.35,42.35,42.35
42.35,42.35,42.35,46.93,54.26,104.52,136.6,118.26,110.4,45.06,48.85,68.74
106.76,178.08,189.56,58.85,56.39,54.64,57.41,51.92,42.35,42.35,42.35,42.35
42.35,42.35,42.35,74.09,84.68,123.1,101.76,104.99,82.83,58.01,53.12,42.35
74.26,42.35,42.35,42.35,42.35,43.66,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,75.1,109.14,133.05,159.39,165.94,149.89,114.99,124.63,135.47
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
80.43,42.35,42.35,42.35,42.35,42.35,54.6,42.35,42.35,42.35,55.28,52.09
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.49,82.66,59.67,53.43,70.14,49.5,42.35
42.35,42.35,42.35,42.35,42.35,48.23,58.61,59.55,53.47,68.37,80.87,131.2
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
341.8,289.75,280,282.69,226.46,254.97,295.42,358.71,292.99,275.72,311.25,301.43
42.35,42.35,42.35,54.08,91.78,42.35,45.81,45.69,42.35,59.52,53.86,42.35
42.35,42.35,42.35,42.35,42.35,49.88,75.84,95.91,114.87,74.93,61.24,85.98
42.35,42.35,42.35,42.35,42.35,42.35,48.54,54.33,53.47,42.35,55.5,93.71
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,52.18,69.49,87.54,96.35,92.62,42.35,42.35,42.35
42.35,42.35,42.35,42.35,70.38,48.23,42.35,42.35,42.35,46.77,42.35,42.35
42.35,42.35,42.35,42.35,42.35,69.3,68.14,55.31,47.31,51.17,42.35,48.71
42.35,42.35,42.35,42.35,42.35,65.42,71.52,50.9,54,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,75.65,45.78,60.6,59.12,57.83,53.82,42.35,46.67,42.35
341.8,232.84,236.56,256.04,236.37,238.72,271.97,258.91,215.07,273.32,173.99,187.25
42.35,42.35,42.35,42.35,42.35,42.35,42.35,47.89,53.87,42.35,76.75,119.57
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,45.98,42.35,42.35
139.74,88.33,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,44.59,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
344.09,428.08,485.79,435.79,240.81,254.97,308.7,349.77,215.06,221.72,292.39,424.56
42.35,80.69,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
180.47,234.59,179.77,188.99,238.48,250.1,261.85,256.81,233.22,270.29,282.92,205.75
42.35,42.35,42.35,75.08,42.35,58.05,67.43,68.77,42.35,64.85,42.35,47.94
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,52.68,50.48,42.35
42.35,42.35,42.35,72.64,42.35,72.64,96.66,129.09,121.18,42.35,42.35,68.13
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,88.74,112.47,127.21,128.11,126.6,126.03,117.27
300.08,133.07,97.9,88,61.07,61.48,51.38,50.96,54.39,46.64,58.02,88.74
300.08,160.1,236.56,204.3,235.82,234.62,215.07,248.07,263.81,166.39,210.75,219.83
106.07,42.35,65.51,42.35,74.71,82.87,62.17,58.06,58.48,42.35,42.35,59.04
42.35,42.35,42.35,42.35,42.35,80.05,71.62,62.67,74.12,73.8,74.43,53.27
42.35,76.54,71.07,42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.44,59.58
42.35,42.35,60.24,42.35,80.44,122.6,127.83,131.06,126.57,136.37,125.13,120.48
42.35,42.35,42.35,42.35,42.35,68.53,87.24,58.66,80.53,47.27,61.14,119.57
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,63.95,71.92,113.24,109.85,143.82,167.45,163.64
42.35,42.35,42.35,42.35,42.35,49.14,45.62,42.35,51.43,42.35,42.35,42.35
42.35,82.77,42.35,42.35,42.35,42.35,54.09,72.8,42.35,42.35,42.35,47.63
42.35,42.35,42.35,42.35,42.35,42.35,46.82,42.35,42.35,42.35,42.35,52.09
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,74.95,98.65,107.36,111.49,101.34,105.06
42.35,42.35,42.35,42.35,76.71,92.8,69.33,68.27,68.71,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,66.63,77.45,67.37,69.95,67.2,61.81
166.48,194.94,42.35,42.35,42.35,44.15,54.83,69.2,53.08,48.89,53.94,60.27
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,48.23,42.35,44.15,42.35,42.35,42.35,42.35
89.3,82.56,79.98,88.25,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
59.07,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
139.61,42.35,75.78,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.68,51.69,50.11
42.35,128.38,143.53,169.88,145.45,94.27,101.25,118.6,122.43,143.98,166.4,152.56
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,70.39,42.35,46.66,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,48.67,61.21,119.76
42.35,42.35,42.35,89.48,91.09,77.71,111.21,89.72,92.37,83.53,80.2,42.35
42.35,42.35,42.35,42.35,42.35,65.66,95.69,98.48,99.39,68.52,46.8,42.35
42.35,42.35,42.35,42.35,42.35,69.06,77.16,76.46,91.61,104.46,126.19,82.1
42.35,42.35,42.35,42.35,42.35,69.4,69.31,74.06,85.41,60.49,58.63,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.87,42.35,45.03,63.58,43.58,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,44.59,56.38,42.35,42.35,42.35,42.35
125.68,92.92,130.33,134.49,103.38,152.41,171.2,188.14,212.99,238.57,154.1,222.86
42.35,42.35,42.35,42.35,42.35,42.35,42.35,55.24,42.35,55.79,42.35,42.35
42.35,42.35,42.35,42.35,42.35,78.3,100.69,108.88,116.07,97.7,52.62,42.35
45.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,51.01,55.16,42.35
337.12,228.16,238.6,289.69,226.46,246.44,238.61,248.07,267.6,276.46,257.6,208.83
42.35,42.35,53.06,42.35,42.35,42.35,44.71,42.35,42.35,42.35,46.26,42.35
94.74,70.34,100.11,110.92,126.57,126.37,136.18,193.86,188.14,237.91,204.38,188.14
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,55.04,68.46,87.55,53.06,67.5,119.76
127.7,109.15,120.94,173.15,142.12,85.44,87.84,98.65,74.82,101.62,78.15,168.51
155.28,195.79,151.88,42.35,89.58,85.6,58.6,75.18,76.59,69.47,79.7,109.29
42.35,54.77,42.35,42.35,42.35,42.35,54.56,72,53.08,94.72,80.2,119.84
42.35,42.35,42.35,42.35,42.35,66.54,100.69,102.52,69.04,62.59,77.39,42.35
319.1,168.38,60.98,43.87,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,45.14,67.03,75.98,103.01,48.89,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,52.18,54.08,69.85,77.36,96.38,70.87,42.35,42.35
68.19,42.35,42.35,42.35,42.35,42.35,64.49,85.42,90.47,100.81,65.94,72.8
109.26,143.34,113.23,88.85,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,52.05,109.46,86.67,106.43,77.71,93.15,78.66,80.53,91.55,54.63,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,50.33,46.49,45.84,42.35,42.35
42.35,42.35,42.35,42.35,42.35,49.72,42.35,42.35,42.35,52.21,53.17,88.7
67.82,50.56,42.35,42.35,84.5,117.59,148.32,174.23,198.61,151.29,128.25,82.1
42.35,42.35,42.35,42.35,42.35,51.42,49.59,54.42,87.42,80.72,44.9,42.35
42.35,42.35,42.35,42.35,42.35,65.81,101.14,109.99,101.41,125.74,75.98,42.35
254.97,232.84,513.89,96.03,513.89,465.18,513.89,513.89,513.89,513.89,381.07,254.66
42.35,42.35,42.35,97.45,94.39,85.1,101.3,129.79,69.14,49.01,42.35,48.54
42.35,42.35,42.35,42.35,88.74,70.79,85.78,113.24,87.37,84.14,51.6,119.57
42.35,42.35,42.35,42.35,42.35,73.37,81.25,93.74,90.4,76.98,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
60.73,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,77.8,93.4,106.74,110.14,90.51,82.1
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.29,81.45,54.57,42.35,42.35,42.35,42.35
52.71,42.35,42.35,42.35,88.74,84.3,42.35,42.35,42.35,48.89,42.35,42.35
42.35,42.35,111.32,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,68.29,42.56,50.32,42.35,94.41,81.86,92.5
42.35,42.35,42.35,42.35,67.03,87.4,67.43,60.63,50.57,42.35,42.35,42.35
42.35,42.35,42.35,42.35,91.33,130.45,123.75,146.95,129.3,149.63,163.82,163.06
42.35,42.35,42.35,48.83,87.25,79.86,82.7,75.08,77.02,121.8,69.68,49.37
60.75,123.17,196.03,206.07,226.46,228.27,199.53,193.86,169.33,145.03,131.33,47.05
164.67,206.39,225.03,207.07,235.59,195.34,215.07,254.97,213.3,307.06,336.57,241.51
64.61,42.35,42.35,42.35,54.73,67.03,85.35,49.88,47.78,59.22,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
65.54,146.46,151.9,53.06,104.74,104.71,154.63,156.6,132.85,153.62,151.53,146.89
42.35,42.35,42.35,42.35,42.35,48.23,60.93,45.4,42.35,42.35,42.35,42.35
148.68,177.94,185.99,88.74,148.34,115.54,132.19,188.14,110.24,148.83,159.15,67.51
83.45,42.35,42.35,42.35,42.35,48.66,98.72,57.37,43.44,53.07,47.85,42.35
42.35,42.35,42.35,42.35,42.35,42.35,75.32,47.89,42.35,51.01,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,44.81,42.35,43.55,56.49,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
140.03,205.74,152.36,42.35,42.35,45.14,99.87,92.45,100.02,123.06,55.07,42.35
184.59,94.1,108.61,59.01,59.81,62.9,84.52,80.31,92.62,42.35,42.35,42.35
42.35,42.35,42.35,42.35,53.06,71.57,111.19,77.87,73.96,80.17,62.56,91.87
42.35,42.35,42.35,42.35,42.35,42.35,70.46,74.32,90.65,84.14,42.35,42.35
116.36,96.86,64.83,42.35,96.07,102.9,151.15,160.68,127.86,161.74,166.8,236.49
42.35,42.35,42.35,42.35,76.18,81.14,77.8,63.39,47.32,48.89,53.36,116.03
195.34,189.01,186.05,185.79,237.21,234.23,218.12,254.05,224.7,236.56,251.49,162.92
251.75,196.7,102.58,63.71,63.29,43.7,58.84,55.24,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,48.23,50.25,55.47,42.35,42.35,42.35,42.35
89.3,188.14,195.18,169.33,182.26,153.86,216.74,232.76,196.02,213.27,157.03,149.66
196.21,184.65,191.14,192.24,226.46,235.8,215.07,215.73,221.48,144.15,117.6,104.75
42.35,42.35,42.35,42.35,42.35,42.35,75.84,74.32,47.14,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
65.68,42.35,42.35,42.35,42.35,42.35,44.81,59.47,54.74,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
53.44,78.2,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.69,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
110.7,166.53,182.02,205.74,245.61,247,169.55,252.06,254.97,205.74,116.58,165.56
250.11,392.41,509.05,244.67,234.02,261.58,293.08,370.45,306.95,235.98,289.97,374.17
86.55,138.55,144.99,126.39,108.82,137.55,114.83,73.89,78.98,104.46,112.81,42.35
285.81,368.16,245.7,206.33,236.56,250.61,253.44,318.05,354.22,230.5,212.52,226.94
115.73,236.56,189.41,135.86,154.05,129.85,127.52,153.43,165.58,116.03,129.23,82.84
237.35,148.27,158.53,152.69,196.66,212.98,213.61,222.07,218.68,274.5,205.75,162.92
139.65,169.94,151.9,133.44,105.96,80,95.2,117.61,186.67,166.26,179.92,193.33
300.08,117.14,91.33,88.49,65.63,75.41,97.98,98.7,106.22,116.6,159.98,161.64
254.97,299.91,236.56,256.04,254.97,262.21,346.37,513.89,513.89,513.89,247.82,165.77
171.93,169.79,193.17,206.07,155.95,84.58,103.59,113.84,109.11,143.46,169.42,163.06
94.85,77.5,108.27,110.44,107.02,98.54,122.36,120.88,126.79,118.88,81.98,110.41
42.35,42.35,42.35,42.35,42.35,52.19,54.09,73.93,78.36,96.21,124.85,96.43
110.69,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
180.4,127.1,214.85,169.01,94.09,102.9,111.44,127.27,122.11,106.23,129.54,169.38
42.35,42.35,42.35,98.15,70.38,80.04,66.93,49.8,69.04,119.8,58.33,101.97
79.39,65.11,104.72,169.01,126.73,139.99,176.58,214.24,175.11,263.98,266.58,236.56
85.04,42.35,42.35,42.35,70.38,90.04,111.19,98.37,53.5,67.91,77.84,42.35
161.52,121.2,114.16,95.34,91.34,104.95,116.36,134.39,227.95,178.85,184.66,167.48
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,65.83,87.25,78.7,64.2,59.07,94.74,42.35
42.35,42.35,42.35,77,42.35,42.35,67.43,68.21,92.21,112.65,125.38,162.48
104.06,112.52,139.08,176.18,126.57,104.71,116.36,84.12,75.83,74.7,76.54,121.29
148.04,42.35,42.35,89.46,42.35,42.35,42.35,49.88,42.35,42.35,42.35,42.35
341.8,236.56,194.22,213.45,236.56,250.61,314.7,369.82,305.43,326.56,513.89,513.89
42.35,42.35,42.35,42.35,57.45,49.71,58.84,52.66,42.35,42.35,47.81,42.35
42.35,42.35,42.35,42.35,42.35,98.77,101.34,129.03,129.95,149.02,158.25,119.57
