20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec
42.35,42.35,76.47,98.62,82.64,120.92,127.26,98.66,131.24,134.05,238.41,175.65
42.35,42.35,42.35,42.35,42.35,50.41,42.35,42.35,42.35,46.72,42.35,67.27
42.35,42.35,42.35,42.35,42.35,42.35,46.95,44.05,44.25,42.35,58.92,43.23
42.35,42.35,42.35,49.73,42.35,118.23,101,112.49,102.41,58.06,42.35,42.35
49.05,114.61,136.37,88.74,138.73,115.48,134.55,120.5,168.68,149.16,107.51,115.64
45.84,42.35,99.15,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
249.95,467.39,290,177.85,42.35,42.35,109.23,113.48,116.39,108.73,107.72,145.11
222.86,175.06,242.18,165.69,42.35,106.76,77.44,91.4,104.27,90,42.35,47.04
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
95.02,42.35,79.74,42.35,112.5,61.13,46.56,42.48,42.35,42.35,42.35,42.35
358.12,160,176.22,220.56,145.46,123.2,191.94,189.99,195.88,122.67,61.29,96.29
126.32,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
171.3,140.38,115.82,155.46,92.09,122.52,118.34,154.87,207.96,165.25,172.05,139.41
144.83,42.35,42.35,42.35,42.35,42.35,43.8,52.85,42.35,42.35,42.35,55.86
164.21,101.1,107.49,97.05,42.35,42.35,65.23,78.61,53.98,64.04,73.22,67.03
42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.77,53.06,42.57,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,76.04,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
244.37,59.24,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
76.15,42.35,42.35,42.35,42.35,51.17,76.85,89.6,105.68,76.09,42.35,54.13
309.22,170.73,181.4,178.4,188.83,247.64,232.07,260.62,255.03,115.3,84.71,82.13
243.5,158.33,172.7,107.87,205.74,216.88,222.85,258.29,253.32,252.88,279.1,142.39
136.57,227.04,148.47,134.7,107.59,121.94,81.88,99.27,89.82,75.4,42.35,42.35
148.86,224.66,126.7,97.05,42.35,106.76,125.15,96.2,83.18,98.56,146.56,162.36
133.46,223.37,169.5,180.77,161.27,196.04,240.05,260.67,254.97,258.69,279.64,375.52
227.02,389.93,513.89,513.89,145.22,513.89,313.68,275.87,513.89,513.89,513.89,513.89
42.35,42.35,42.35,42.35,42.35,72.49,71.21,109.93,146.35,122.35,137.55,123.08
42.35,42.35,42.35,42.35,56.04,107.43,134.02,156.87,170.74,179.88,179.77,254.97
46.12,42.35,42.35,42.35,42.35,42.35,42.35,46.79,65.72,54.84,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,61.96,42.35,47.23,87.82,136.1,124.63,171.47,153.66,138.01,175.47,93.95
57.85,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
124.12,112.75,113,127.29,158.83,194.48,198.22,209.24,146.59,204.75,254.97,240.2
132.51,42.35,42.35,42.35,42.35,64.38,42.35,48.33,42.35,80.54,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.52,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,47.26,80.54,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,64.98,99.93,134.02,116.21,68.02,58.99
96.2,42.35,42.35,42.35,42.35,47.39,42.35,52.86,42.35,54.62,83.52,52.01
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
61.95,42.35,42.35,42.35,42.35,88.74,52.81,77.28,54.01,46.67,94.97,61.93
42.35,42.35,42.35,42.35,42.35,51.93,52.81,46.73,43.72,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
228.57,221.33,109.85,53.06,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
80.89,153.05,116.94,120.89,107.59,79.52,42.35,42.35,42.35,86.01,88.59,42.35
42.35,42.35,42.35,59.77,44.4,47.39,42.35,42.35,42.35,42.35,42.35,42.35
348.78,260.78,287.09,513.89,513.89,353.36,281.64,403.86,247.79,285.28,279.1,513.89
428.43,209.99,168.46,177.34,200.76,228.09,119.81,200.48,165.57,181,133.77,160.47
180.1,187.06,110.32,143.65,87.55,57.68,69,53.08,50.9,57.48,42.35,42.35
95.72,160.34,128.2,97.05,166.61,180.75,140.6,160.34,116.21,89.61,96.53,128.26
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
149.93,142.77,136.41,73.81,107.59,115.19,118.53,86.63,54.82,57.97,62.96,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
115.12,133.39,89.62,126.18,144.45,149.14,182.49,106.06,115.09,127.33,75.8,88.73
42.35,42.35,42.35,42.35,42.35,62.88,42.35,42.35,42.35,42.35,42.35,42.35
172.33,65.09,42.35,42.35,42.35,44.35,42.35,42.35,42.35,42.35,42.35,42.35
148.51,163.06,183.43,192.17,181.21,194.97,197.37,158.31,143.03,116.52,107.19,75.75
127.67,65.4,42.35,42.35,42.35,81.25,50.48,48.2,81.97,58.23,81.1,110.28
42.35,42.35,42.35,42.35,42.35,75.26,78.27,87.37,89.67,110.83,135.59,134.89
45.45,51.54,42.35,53.06,72.04,100.46,106.94,105.15,114.81,69.25,64.65,67.38
70.43,128.8,86.26,132.57,80.44,102.99,95.18,105.76,161.83,159.54,123.59,157.57
173.66,184.35,193.8,211,139.18,186.77,179.7,254.97,205.74,205.74,254.97,161.39
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
299.36,210.17,293.86,214.08,513.89,111.83,333.85,343.7,340.53,128.79,100.48,75.12
221.28,457.12,432.21,188.2,205.74,254.97,118.69,209.72,127.83,131.98,96.53,42.35
149.19,162.05,115.59,65.06,42.35,52.2,46.6,52.32,45.48,63.45,42.35,42.35
42.35,42.35,88.74,42.35,42.35,47.39,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
57.85,42.35,42.35,42.35,58.25,78.85,95.01,68.02,54.29,42.35,42.35,42.35
167.48,125.93,150.48,109.62,71.43,107.38,141.52,89.38,92.03,42.35,42.35,42.35
88.74,72.98,67.5,42.35,42.35,63.48,76.62,50.78,47.05,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
156.78,99.31,104.91,74.15,76.68,96.29,42.35,42.35,42.35,42.57,68.5,42.35
170.68,207.89,187.75,88.74,45.8,72.95,103.44,160.27,132.39,145.46,346.37,141.15
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,43.97,42.35,42.35,42.35,65.5,42.35
135.07,49.03,84.55,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,53.3
42.35,42.35,42.35,42.35,42.35,45.96,43.8,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,93.05,72.64,42.35,47.52,46.75,42.35,42.35,42.35,42.35
86.94,89.09,42.35,74.22,79.29,55,65.23,58.03,49.77,42.35,46.35,53.31
277.04,188.82,161.09,170.16,209.42,228.09,254.97,242.83,199,191.88,205.74,225.05
42.35,42.35,42.35,74.18,140.99,119.17,108.25,146.1,80.28,71.23,66.08,42.35
42.35,42.35,42.35,42.35,42.35,78.04,79.38,76.54,56.21,62.81,42.35,42.35
67.44,42.35,42.35,42.35,42.35,79.29,78.41,78.41,54.79,42.35,42.35,42.35
112.27,160.45,193.52,188.15,187.62,228.09,229.71,251.21,208.01,218.5,279.1,351.91
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,68.14,120.35,139.41,166.81,103.5,157.58,144.17,194.49
42.35,42.35,42.35,42.35,42.35,118.87,65.23,78.62,55.01,64.01,42.35,42.35
134.6,125.51,58.03,65.92,44.51,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.31,86.38,42.35,42.35,42.35,42.35,76.3,79.88,47.27,78.15,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,71.21,58.21,56.45,81.07,66.75,60.4
45.84,42.35,59.86,42.35,42.35,48.96,95.14,86.28,47,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
118.16,89.26,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
276.9,174.97,120.02,162.48,202.09,163.34,198.32,153.77,139.11,185.54,75.32,42.35
79.32,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,59.58,85.43,42.35,68.92,42.35,42.35,42.35,42.35,42.35
513.89,486.75,175.67,123.46,217.99,219.68,225.73,215.17,185.41,192.64,115.58,120.78
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.31,152.34,82.31,97.35,77.79,86.1,62.15,64.75,54.17,48.59,42.35,42.35
225.49,457.81,229.5,193.57,188.14,204.37,180.23,115.17,94.7,150.24,88.74,42.35
56.3,42.35,42.35,62.44,42.35,63.49,76.11,46.77,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,66.47,46.73,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
86.18,91.55,117.02,42.35,42.35,42.35,66.13,85.26,120.25,53.22,52.37,43.23
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
81.21,148.43,128.69,71.48,60.42,48.96,55.09,58.03,62.21,127.47,100.6,84.37
80.12,148.84,151,120.4,149.41,151.61,147.22,96.37,102.98,78.1,179.77,42.35
148.31,130.52,89.37,67.43,50.06,67.36,50.57,48.37,42.35,58.23,42.35,42.35
513.89,230.88,59.67,101.94,166.61,81.07,80.97,88.75,123.39,125.41,111.09,107.49
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,50.65,42.35,42.35
99.34,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,82.07,42.35,50.12,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,71.74,92,46.6,42.35,42.35,42.35,42.35,42.35
125.35,86.81,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,47.39,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
67.63,92.43,126.81,97.05,42.35,61.23,46.6,63.84,43.98,53.59,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
113.1,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
267.33,137.57,115.82,126.18,64.53,98.79,108.01,127.16,85.84,73.22,146.56,42.35
513.89,470.85,513.89,224.36,207.32,216.88,252.06,249.69,229.76,207.83,279.64,233.43
128.09,90.8,108.97,124.39,161.27,189.4,135.24,187.84,172.94,204.53,200.13,225.05
491.66,122.36,157.92,207.4,206.37,218.06,189.11,198.15,145.46,88.96,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.76,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,110.3,78.61,87.44,54.95,42.35,42.35,42.35
49.79,144.6,117.2,122.53,134.12,184.49,201.24,233.43,164.4,192,205.74,62.74
123.2,92.76,80.1,122.53,173.1,129.2,115.63,153.72,107.78,71.82,100.2,43.23
42.35,42.35,42.35,62.53,42.35,109.36,78.61,89.69,106.31,42.35,57.96,42.35
42.35,42.35,42.35,42.35,42.35,51.17,42.35,42.35,42.35,42.35,42.35,53.89
72.64,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
102.82,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
198.66,119.12,155.94,103.62,112.58,126.39,119.81,185.79,181.15,140.83,88.74,65.73
42.35,42.35,42.35,42.35,42.35,42.35,47.71,43.64,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
58.45,56.44,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,45.49,58.03,42.35,42.35,42.35,74.63
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,75.27,76.85,87.77,98.45,52.85,42.35,42.35
80.12,48.07,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,56.24
145.46,127.51,110.41,111.72,66.31,114.83,97.05,122.02,113.2,83.31,51.68,45.88
96.24,96.76,105.71,131.21,42.35,42.35,52.81,58.03,43.22,42.35,42.35,42.35
254.97,146.5,106.75,42.35,42.35,42.35,43.54,42.35,42.35,42.35,42.35,42.35
53.24,104.34,42.35,42.35,42.35,42.35,70.76,85.26,91.94,42.35,42.35,42.35
210.96,170.47,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.1,191.96,195.48,198.89,187.62,205.72,225.93,205.74,175.34,148.11,211,233.43
219.04,261.09,134.61,130.21,89.22,107.61,106.42,68.13,50.88,53.66,50.13,54.89
99.34,113.82,83.27,106.31,113.18,87.53,107.77,71.27,42.35,42.35,42.35,42.35
173.66,131.57,58.03,69.16,90.1,110.3,102.61,54.46,42.35,42.35,42.35,42.35
83.99,126.5,140.83,151.97,93.39,139.45,94.27,88.92,109.81,76.07,126.74,103.79
146.85,158.57,125.44,60.22,62.3,48.96,78.84,43.82,42.35,42.35,42.35,42.35
42.35,42.35,42.35,73.95,42.35,111.35,113.34,105.45,142.13,109.31,170.69,139.27
110.33,118.84,122.49,188.02,166.61,184.49,135.32,131.01,158.42,97.47,72.68,75.96
148.31,130.17,167.75,65.92,60.69,65.28,93.11,106.23,109.83,42.35,42.35,42.35
99.34,147.57,197.46,184.89,161.27,194.09,109.76,90.11,131.07,106.28,119.35,72.34
228.74,175.06,245.62,185.72,139.41,168.06,513.89,207.96,208.01,137.55,137.55,145.28
513.89,464.53,143.42,129.43,115.16,135.13,198.84,161.07,191.76,63.94,88.04,42.35
476.26,513.89,513.89,145.46,206.32,228.87,513.89,341.41,513.89,441.12,491.81,411.39
88.82,80.1,110.41,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,47.52,46.77,58.3,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,60.71,58.03,42.35,42.35
88.92,42.35,42.35,42.35,42.35,42.35,42.35,51.32,47.4,42.35,42.35,42.35
42.35,42.35,42.35,42.35,53.06,42.35,42.35,42.35,42.35,42.35,42.35,42.35
74.88,120.61,141.67,42.35,67.03,63.15,42.35,42.35,43.98,54.49,42.35,42.35
62.14,117.85,95.12,100.76,54.1,52.49,47.61,75.2,56.69,63.72,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,72.64,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,43.8,52.48,42.35,42.35,42.35,42.35
254.97,254.84,172.29,137.46,195.23,123.55,118.69,131.53,136.06,59.99,42.35,48.74
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
77.26,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,56.6,42.35,67.03,89.72,109.92,122.91,58.35,92.42,52.7
192.57,42.35,84.07,95.82,85.43,71.99,50.61,63.7,53.86,43.32,42.35,55.34
148.31,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
120.12,56.44,42.35,52.02,42.35,42.35,42.35,52.93,42.35,42.35,42.35,42.35
88.39,42.35,42.35,90.24,42.35,99.81,66.13,69.98,58.88,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
198.66,140.55,120.24,147.1,103.92,146.39,108.25,99.47,60.49,105.71,85.04,85.45
42.35,73.52,139.12,155.78,140.54,193.14,208.01,234.98,187.87,258.06,279.1,235.94
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
182.94,145.66,207.86,222.12,187.62,228.09,194.41,234.98,227.7,246.26,279.1,61.71
42.35,42.35,42.35,42.35,42.35,42.35,42.35,47.72,42.35,80.54,87.17,55.65
57.85,62.05,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,50.78,48.76,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
145.16,112.77,59.96,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,61.92,42.35,52.49,42.35,51.34,51.42,42.35,42.35,42.35
129.84,156.39,145.65,42.35,42.35,42.35,43.8,42.35,43.98,65.09,46.14,52.28
165.48,185.24,119.47,143.48,137.6,166.36,176.11,148.87,164.82,107.6,42.35,79.39
53.14,82.9,89.37,63.98,53.43,75.27,112.22,142.34,121.75,88.74,58.22,42.35
130.4,139.41,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
109.65,92.5,75.7,44.23,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
180.65,408.03,196.61,125.67,88.74,53.06,109.23,178.33,180.79,62.46,42.35,42.35
58.58,92.43,104.47,134.15,104.86,112.81,129.46,129.01,113.48,113.88,141.48,95.5
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
120.01,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
149.82,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
80.44,53.06,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.31,45.41,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
51.51,79.65,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
88.82,70.5,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
74.66,89.09,51.06,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
135.27,132.73,44.48,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,69.61,78.59,52.85,54.82,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
190.51,189.46,202.05,173.04,209.94,194.09,196.64,224.31,222.62,107.42,107.19,147.08
148.31,120.86,118.71,128.58,123.4,42.35,71.54,92.83,91.97,58.06,42.35,42.35
148.31,42.35,42.35,85.24,107.59,78.6,78.61,92.3,97.91,76.46,94.09,99.77
179.36,214.06,254.97,219.87,218.75,204.67,186.4,206.61,117.19,103.6,125.29,83.47
