20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
173.73,108.72,158.36,129.43,164.37,173.26,186.82,156.04,122.95,119.77,179.77,140.49
56.3,42.35,42.35,42.35,42.35,44.95,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,78.73,78.61,73.17,56.82,81.89,67.6,70.69
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,46.76,42.35,82.97,42.35,42.35
141.5,156.24,169.5,191.99,181.21,112.15,51.01,85.27,42.35,53.6,42.35,42.35
42.35,84.27,115.82,93.13,101.2,109.41,79.02,88.74,42.35,42.35,42.35,42.35
80.78,83.4,58.42,125.66,82.64,81.78,81.66,54.46,61.29,125.43,58.47,64.44
85.57,152.34,136.97,106.63,107.59,135.13,103.89,125.9,108.82,50.87,42.35,42.35
148.31,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,51.51,42.35,42.35,42.35,95.2,88.74,83.86,145.46,126.09,84.41,70.69
52.66,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
221.05,128.71,59.67,121.18,98.43,111.2,61.83,43.8,42.35,42.35,42.35,43.23
57.14,48.53,128.71,193.91,157.47,216.99,214.31,153.65,168.33,218.25,166.79,182.54
334.31,203.66,46.28,68.04,55.92,42.35,42.35,42.35,42.35,42.35,42.35,42.35
80.15,42.35,42.35,73.43,107.59,107.61,130,98.65,66.22,121.1,121.53,78.05
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,54.5,72.49,67.54,80.94
148.31,147.36,76.52,122.53,147.01,164.05,65.23,85.9,90.06,62.14,106.1,53.91
88.74,81.78,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
102.3,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
339.56,210.15,210.83,224.45,204.63,171.15,197.69,227.45,188.14,130.49,130.01,226.12
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.31,89.09,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
269.11,187.06,138,153.06,134.89,118.34,80.97,145.25,109.7,174.52,227.91,212.26
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,64.54,138.37,51.42,42.35,42.35,42.35,53.5,42.35,42.35,42.35,42.35
339.54,513.89,513.89,513.89,513.89,208.14,294.95,358.66,367.04,271.86,424.76,221.65
42.35,42.35,42.35,42.35,42.35,42.35,43.8,42.35,42.35,42.35,46.51,45.95
123.44,262.24,346.37,204.65,137.19,359.17,228.04,260.17,229.97,106.14,164.35,66.86
148.31,261.09,165.07,173.04,150.63,145.46,145.46,128.24,153.1,104.24,108.41,42.35
149.93,42.35,42.35,42.35,42.35,60.65,91.92,93.04,62,63.25,67.03,42.35
149.82,227.85,199.92,191.72,187.62,163.5,172.79,204.2,198.05,210.15,279.1,151.97
88.92,160.26,42.35,42.35,67.03,51.17,79.3,52.86,81.66,42.35,42.35,42.35
42.35,42.35,42.35,43.05,82.64,90.41,79.85,102.56,117.74,113.58,125.38,42.35
42.35,42.35,42.35,42.35,42.35,79.16,100.92,108.38,112.99,82.19,116.4,42.35
137.07,138.03,85.3,83.25,90.7,59.57,62.15,65.71,50.25,50.37,64.4,88.74
225.48,384.54,254.97,219.04,217.83,228.75,243.77,485.49,513.89,280.09,490.72,354.22
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,43.05,42.35,63.41,67.03,50.78,109.83,42.35,139.41,65.02
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,43.06,42.35
53.08,72.72,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,63.48,50.41,66.23,109.83,58.1,58.23,42.35
513.89,235.92,272.61,213.83,161.27,163.94,126.83,186.02,150.15,128.53,171.13,53.94
205.74,175.06,202.13,129.43,117.06,178.86,138.37,166.63,201.34,379.1,484.11,346.37
42.35,42.35,42.35,84.12,82.65,145.58,142.51,192.77,163.74,218.28,276.57,140.49
53.08,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
58.23,54.1,68.87,108.42,79.29,106.25,46.6,85.27,90.06,75.79,95.09,108.61
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
45.65,42.35,49.84,74.03,42.35,112.81,95.19,155.66,161.8,121.22,65.94,111.63
122.02,139.74,199.23,191.99,161.28,193.63,118.08,124.7,109.7,165.91,103.61,155.43
260.58,187.49,207.76,193.91,210.15,228.09,229.43,257.58,254.34,216.49,279.1,375.52
330.24,501.22,230.06,193.8,193.32,176.98,192.35,186.02,177.7,188.14,153.57,184.27
339.63,513.89,513.89,304.61,277.62,226.98,229.18,249.59,167.93,192.64,55.48,63.78
483.88,513.89,107.32,134.31,187.62,226.98,216.94,341.61,331.94,457.68,280.21,254.97
42.35,42.35,42.35,42.35,42.35,90.19,46.95,53.66,52.32,42.35,42.35,52.24
218.18,420.67,290.06,240.29,225.72,228.75,243.58,513.89,513.89,314.7,279.64,382.82
42.35,53.66,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
163.11,314.7,324.64,201.12,277.62,282.77,213.25,241.6,262.48,192.59,177.29,213.13
254.97,200.37,128.69,129.18,124.92,150.68,137.15,165.81,110.84,137.26,126.53,101.58
120.12,130.33,109.49,86.04,124.09,79.29,42.35,42.35,42.35,42.35,42.35,42.35
513.89,513.89,211.52,254.97,198.35,205.74,199.05,161.84,115.13,107.6,63.03,42.35
76.15,120.85,58.03,116.83,56.18,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,56.31,42.35,42.35,42.35,42.35,42.35,42.35
59.51,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
137.43,73.36,42.35,42.35,88.74,147.94,180.61,86.67,86.56,101.82,102.62,108.03
42.35,42.35,42.35,42.35,42.35,78.04,78.59,48.48,53.81,48,42.35,67.41
134.27,42.35,42.35,68.77,42.35,42.35,72.32,62.76,59.78,49.25,42.35,42.35
57.85,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,73.43,42.35,46.76,52.81,52.85,42.35,42.35,42.35,42.35
142.47,42.35,42.35,42.35,42.35,42.35,46.26,42.35,42.35,42.35,42.35,42.35
124.8,154.74,108.97,42.35,42.35,82.89,90.19,42.35,42.35,64.89,66.81,42.35
513.89,477.24,513.89,219.04,145.22,228.77,226.98,283.74,326.39,262.63,279.1,102.62
195.39,207.89,58.03,65.92,72.53,90.71,86.38,77.52,51.53,52.06,42.35,42.35
86.91,120.6,133.73,139.8,124.13,149.6,136.89,76.88,100.72,189.34,179.77,140.49
42.35,42.35,42.35,42.35,42.35,42.35,42.35,51.34,49.08,57.13,42.35,42.35
57.15,79.02,79.13,93.05,90.92,90.07,94.25,42.35,59.52,56.89,42.35,42.35
444.18,513.89,513.89,513.89,513.89,344.35,208.01,254.97,198.53,195.22,130.86,151.23
70.61,57.47,106.3,98.65,42.35,106.12,126.39,160.27,183.83,78.16,88.74,47.52
322.62,267.06,95.95,107.16,139.41,145.46,109.17,101.56,111.31,42.35,42.35,42.35
155.94,128.94,126.98,178.61,161.27,122.52,133.86,168.44,149.17,176.17,148.44,71.41
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,70.76,58.04,43.98,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,45.49,42.35,42.35,42.35,42.35,42.35
71.9,82.75,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
262.92,513.26,82.31,82.44,68.01,42.35,45.49,48.19,51.92,100.19,126.74,78.74
322.62,464.53,180.63,53.06,88.68,87.44,145.46,199.32,193.1,137.55,284.14,100.49
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,73.97,42.35
134.27,85.69,115.21,42.35,42.35,42.35,49.24,65.08,63.7,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,79.29,91.27,93.24,121.93,120.65,62.14,64.85,42.35
121.69,143.86,100.24,42.35,42.35,42.35,42.35,42.35,42.35,42.35,47.61,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,78.04,95.14,139.41,144.02,111.92,81.34,42.35
50.54,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
94.15,94.39,108.97,72.64,42.35,98.12,80.79,69.96,79.96,65.77,65.81,47.91
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
88.74,91.27,42.35,45.27,57.52,111.55,70.76,42.35,42.35,42.35,42.35,42.35
77.62,71.8,42.35,42.35,42.35,75.27,83.09,87.38,89.32,122.97,135.59,121.88
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,73.1,65.23,78.62,73.17,104.68,65.13,52.04
156.04,308.15,127.92,100.76,101.59,92.19,76.3,45.52,45.03,44.2,42.35,42.35
148.31,182.93,163.26,177.85,85.81,92.7,47.71,57.91,90.04,71.16,42.35,42.35
96.49,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.31,202.86,125.98,48.19,42.35,42.35,42.35,42.35,42.35,42.35,42.35,56.14
214.53,141.72,127.92,104.83,42.35,145.46,188.14,314.7,246.97,174.29,85.54,72.03
88.74,168.54,199.92,149.68,138.25,173.9,203.54,177.85,159.97,155.77,87.45,60.18
42.35,42.35,42.35,42.35,42.35,67.06,81.26,85.72,95.92,133.99,125.26,109.1
42.35,42.35,42.35,42.35,42.35,44.08,52.81,52.85,50.04,52.25,42.35,42.35
138.26,92.43,42.35,42.35,42.35,42.35,42.35,46.47,42.35,57.54,60.43,63.68
125.96,120.6,69.88,42.35,42.35,42.35,50.41,87.36,117.93,208.01,188.14,107.19
42.35,42.35,42.35,42.35,42.35,42.35,75.74,86.86,68.56,56.34,52.74,43.79
42.35,42.35,42.35,42.35,42.35,42.35,59.67,58.46,47.16,42.35,53.91,51.05
42.35,42.35,42.35,42.35,42.35,42.35,42.35,44.05,48.12,102.78,205.74,66.77
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
136.51,117.62,108.97,82.06,120.16,67.01,118.69,89.31,85.72,76.63,146.56,92.68
42.35,42.35,42.35,42.35,42.35,103.72,70.76,44.05,42.35,42.35,42.35,42.35
147.32,216.15,175.52,205.74,215.74,200.44,171.03,103.64,134.2,158.55,177.29,155.74
99.34,42.35,42.35,42.35,42.35,47.53,52.81,52.85,42.35,42.35,42.35,42.35
51.37,42.35,42.35,42.35,42.35,57.9,52.81,42.35,43.98,42.35,42.35,42.35
67.21,187.75,229.38,226.09,190.34,258.09,254.97,234.67,244.6,285.92,424.76,375.52
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
178.52,168.54,132.4,115.35,59.27,46.76,52.81,53.08,54.29,42.35,42.35,43.23
147.32,175.62,125.47,42.35,42.35,42.35,46.95,43.82,42.35,42.35,42.35,42.35
51.17,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
108.13,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
137.61,183.43,198.85,166.17,162.91,205.74,226.86,224.61,203.48,205.74,280.01,336.17
42.35,42.35,42.35,62.53,42.35,110.3,98.43,100.56,93.18,99.21,84.43,42.35
513.89,513.89,513.89,513.89,205.74,333.2,221.94,281.33,257.2,189.89,279.1,67.51
126.49,143.84,181.28,159.47,129.52,122,95.01,146.06,167,205.74,171.94,100.89
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
98.15,139.41,161.79,155.78,127.27,166.4,135.11,154.36,151.02,188.17,65.4,42.35
42.35,112.51,158.64,165.31,98.44,120.87,137.34,208.01,197.31,192.59,189.31,201.27
80.32,91.65,116.48,115.86,42.35,47.39,42.35,51.33,42.35,42.35,42.35,42.35
42.35,59.4,42.35,74.18,82.64,143.65,118.08,148.89,137.55,90.23,116.91,153.96
53.14,42.35,53.13,65.38,42.35,42.35,45.49,54.75,54.29,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
47.04,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
86.94,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
188.14,198.16,126.33,80.45,132.91,143.94,132.64,145.28,139.26,215.09,279.1,277.77
249.95,221.34,227.45,191.72,42.35,127.67,186.4,159.64,150.79,237.25,247.01,196.61
145.46,66.92,64.83,42.35,42.35,63.24,42.35,51.34,62.09,119.81,59.58,85.95
152.91,61.48,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,48.71,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
159.14,110.94,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
91.08,42.35,42.35,42.35,42.35,42.35,71.4,53.08,59.81,53.59,47.29,42.35
46.51,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
115.47,144.45,150.92,128.58,84.81,92.19,59.77,46.64,42.35,42.35,42.35,42.35
42.35,42.35,42.35,78.59,74.47,69.56,77.11,104.75,123.35,64.01,59.32,42.35
132.51,105.93,116.23,130.2,89.78,51.16,42.35,42.35,42.35,42.35,42.35,42.35
57.85,42.35,42.35,42.35,42.35,47.39,47.52,78.39,98.77,58.1,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
205.74,130.17,164.75,126.03,138.71,148.35,146.03,239.9,186.32,212.68,275.62,215.1
42.35,42.35,42.35,42.35,42.35,75.27,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,59.75,85.43,115.03,112.96,137.55,108.28,122.89,58.23,45.25
254.97,467.08,158.85,173.04,155.5,188.94,193.67,182.05,175.37,145.46,138.77,152.99
42.35,42.35,42.35,42.35,68.14,88.74,49.2,64.8,62.22,141.94,94.96,52.46
218.45,65.73,54.17,63.98,77.79,112.89,105.81,119.63,156.4,135.37,188.14,143.95
124.13,42.35,51.19,42.35,54.87,51.82,42.35,42.35,42.35,42.35,42.35,42.35
85.57,42.35,58.01,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,88.74,77.43,67.53,125.49,78.87,97.87,146.06,163.02,107.38,92.42,52.04
42.5,42.35,42.35,42.35,42.35,56.67,50.41,99.77,42.35,42.35,42.35,42.35
42.35,42.35,42.35,67.82,104.82,114.32,110.94,107.87,104.45,87.38,42.35,42.35
42.35,42.35,42.35,42.35,42.35,47.19,42.35,46.99,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,124.89,143.75,46.6,48.12,49.71,42.35,42.35,42.35
46.51,92.43,71.55,121.01,84.65,71.35,71.21,52.8,42.93,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
137.93,119.78,129.36,68.69,88.25,89.67,72.86,57.87,60.18,58.06,42.35,42.35
42.35,42.35,42.35,57.26,80.44,55.75,42.35,42.35,42.35,42.35,42.35,42.35
185.9,95.06,132.72,119.5,42.35,161.12,168.48,183.07,126.08,84.9,92.42,42.35
231.38,244.18,127.44,76.86,42.35,108.05,90,91.66,90.45,78.16,42.35,42.35
42.35,42.35,42.35,42.35,42.35,78.04,42.35,42.35,42.35,42.35,42.35,42.35
108.39,130.17,115.82,126.32,57.64,111.2,124.14,85.33,61.57,42.35,42.35,42.35
242.08,137.55,139.47,143.65,123.07,135.13,198.28,205.74,178.51,210.55,234.26,160.03
79.32,128.98,69.82,42.35,42.35,69.6,79.97,83.04,58.59,42.35,42.35,42.35
148.31,227.04,217.05,181.59,116.55,116.86,144.71,116.46,126.1,83.35,84.39,55.11
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
257.94,170.79,85.94,97.05,85.99,81.25,65.23,46.86,42.35,42.35,42.35,42.35
162.99,53.06,91.55,101.76,42.35,83.67,79.02,93.25,91.98,125.4,120.79,97.08
513.89,513.89,290.07,286.1,277.62,245.74,229.71,261.04,237.92,145.75,144.17,118.58
53.08,42.35,42.35,73.43,42.35,42.35,108.25,86.67,55.79,42.35,62,42.35
273.11,182.68,42.35,42.35,42.35,42.35,49.52,47.71,54.85,56.89,49.99,42.35
259.07,513.89,513.89,513.89,513.89,258.09,513.89,513.89,513.89,458.38,483.51,352.06
58.78,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
74.84,117.39,53.1,42.35,45.8,87.14,108.47,122.01,95.72,42.35,42.35,42.35
120.12,42.35,58.03,42.35,42.35,42.35,42.35,51.26,54.92,62.57,42.35,42.35
109.65,67.02,129.27,66.85,48.18,42.35,42.35,42.35,44.72,42.35,42.35,42.35
513.89,513.89,262.76,155.78,166.61,173.55,208.01,223.7,240.33,110.23,88.91,48.9
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,43.28,42.35
342.62,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
121.77,146.82,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,77.37,78.61,89.69,120.11,136.42,65.97,42.35
424.18,150.99,150.06,151.97,169.27,119.09,73.17,62.76,59.81,76.63,42.35,43.09
230.37,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
267.36,213.49,325.92,164.68,243.26,258.09,254.9,303.8,511.69,293.28,211.09,225.05
100.28,139.28,93.86,143.65,127.27,112.37,42.35,42.35,42.35,42.35,42.35,42.35
55.71,42.35,42.35,42.35,42.35,42.35,42.35,46.78,67.03,88.48,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
109.65,65.28,58.42,42.35,42.35,42.35,42.35,51.34,55.01,64.54,63.49,115.84
54.59,87.59,42.35,42.35,42.35,42.35,46.6,42.35,42.35,42.35,50.45,49.71
42.35,77.19,70.22,59.54,96.71,71.35,79.17,104.78,99.31,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,75.27,52.81,66.54,42.35,42.35,42.35,42.35
42.51,42.35,42.35,42.35,42.35,42.35,49.2,57.01,42.35,42.35,42.35,42.35
109.9,65.73,82.45,88.32,132.71,119.16,118.16,124.69,100.91,137.55,123.59,61.65
42.35,42.35,42.35,42.35,42.35,79.13,45.49,56.97,43.98,42.35,42.35,42.35
148.31,61.48,42.35,42.35,42.35,42.35,84.22,92.94,109.44,126.13,93.31,94.51
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,43.8,42.35,53.98,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,76.72,87.03,98.68,138.62,144.61,148.23
123.44,188.11,354.1,163.02,159.66,190.6,193.24,146.59,181.42,215.74,280.21,313.05
42.35,42.35,42.35,42.35,42.35,46.14,71.21,91.69,65.57,84.44,42.35,55.74
42.35,42.35,42.35,49.73,42.35,69.6,43.97,47.96,54.29,42.35,42.35,42.35
111.4,42.35,42.35,42.35,42.35,42.35,46.95,42.35,42.35,42.35,42.35,42.35
145.46,120.21,108.97,144.69,129.52,143.89,127.16,122.35,109.7,184.05,88.16,52.04
53.14,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
155.43,230.38,100.49,59.68,133.27,78.05,65.23,78.62,67.03,64.04,73.23,57.16
173.37,242.03,354.1,205.74,269.87,244.87,237.31,235.06,240.85,192.59,210.94,135.39
397.36,145.1,141.76,135.87,95.69,69.22,42.35,42.35,42.35,42.35,42.35,42.35
118.3,72.63,111.7,69.94,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
97.66,66.3,80.1,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
210.15,223.72,290.06,246.14,204.63,213.27,184.28,209.88,185.09,206.03,145.46,134.11
207.39,232.51,58.01,92.88,102.81,99.81,88.11,109.04,144.43,143.61,137.65,155.74
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
57.85,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,78.13,66.33,44.19
42.35,42.35,42.35,42.35,42.35,47.22,42.35,55.53,57.65,139.43,136.44,157.2
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,91.77,140.36,143.94,109.68,155.88,179.65,178.91,189.31,204.68
42.35,42.35,42.35,59.58,53.06,104.46,116.63,156.87,177.73,210.15,309.16,141.15
88.86,139.41,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
124.8,169.5,172.56,191.08,156.46,192.41,135.84,150.6,155.99,177.47,180.21,167.18
260.54,183.43,199.16,165.69,102.27,160.81,133.48,170.13,205.74,201.83,513.89,278.12
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
148.86,133.93,42.35,45.47,53.08,42.35,42.35,45.17,42.35,42.35,73.51,42.35
42.73,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
228.74,140.74,142.65,142,111.66,115.96,139.94,122.35,169.22,140.02,205.74,152.49
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,51.16,56.09,52.85,65.21,42.35,42.35,42.35
111.2,90.8,42.35,42.35,42.35,42.35,66.71,100.55,120.25,86.87,46.51,93.31
320.84,213.49,204.91,230.03,243.91,272.92,254.97,223.44,255.03,363.77,351.95,418.34
42.35,42.35,42.35,42.35,42.35,42.35,47.52,47.73,93.12,42.35,42.35,56.31
226.43,203.66,144.85,134.14,89.89,114.12,131.16,112.52,112.07,92.78,120.75,161.35
42.35,42.35,42.35,42.35,42.35,75.27,70.7,65.34,42.35,42.35,76.04,513.89
128.95,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,74.98,122.53
42.35,42.35,42.35,42.35,42.35,98.12,80.26,96.37,81.66,54.42,69.18,120.51
68.19,114.51,188.98,223.36,232.58,184.03,194.42,153.58,164.36,181.82,208.01,200.98
42.35,42.35,42.35,43.05,79.29,85.36,71.21,101.88,106.3,69.25,108.01,114.95
406.36,188.28,275.93,304.61,277.62,213.79,228.49,210.83,191.72,205.74,205.52,230.71
43.49,93.71,42.35,69.34,110.05,110.3,143.45,183.06,151.04,141.1,158.84,80.44
145.46,73.52,66.03,88.74,61.8,84.52,70.08,105.35,56.45,42.35,42.35,42.35
123.44,191.97,80.73,42.35,71.75,96.98,105.94,85.27,90.06,118.02,90.32,43.23
42.35,42.35,42.35,42.35,42.35,42.35,47.61,45.52,42.35,42.35,42.35,42.35
56.78,162.9,193.9,169.89,181.21,193.14,195.32,226.65,235.48,252.76,279.1,277.77
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
240.59,140.6,82.31,55.61,49.98,43.9,49.03,65.94,50.26,52.24,42.35,42.35
148.31,148.01,139.67,88.74,60.8,111.18,96.47,99.29,110.02,52.84,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,50.78,48.71,42.35,42.35,42.35
42.35,91.23,56.6,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
53.07,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
79.32,148.92,111.72,68.04,70.96,61.47,44.83,59.11,42.35,55.74,42.35,71.78
93.25,112.24,120.46,42.35,42.35,42.35,42.35,42.35,42.35,42.35,88.49,89.63
513.89,513.89,513.89,452.88,513.89,228.77,213.32,249.29,254.97,230.43,298.84,418.34
89.47,126.5,60.59,42.78,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,53.13,74.22,83.19,146.07,135.94,137.79,119.11,116.06,84.39,42.35
64.13,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35,42.35
